Initial Investment:		1
Recurring Monthly Investment:	1
Start Month:			1
Start Year:			1
End Month:			12
End Year:			10000
Annual Rate of Return (%):	1
--- Output ---
5860.12) */*/*/*%
5861.01) */*/*/*%
5861.02) */*/*/*%
5861.03) */*/*/*%
5861.04) */*/*/*%
5861.05) */*/*/*%
5861.06) */*/*/*%
5861.07) */*/*/*%
5861.08) */*/*/*%
5861.09) */*/*/*%
5861.10) */*/*/*%
5861.11) */*/*/*%
5861.12) */*/*/*%
5862.01) */*/*/*%
5862.02) */*/*/*%
5862.03) */*/*/*%
5862.04) */*/*/*%
5862.05) */*/*/*%
5862.06) */*/*/*%
5862.07) */*/*/*%
5862.08) */*/*/*%
5862.09) */*/*/*%
5862.10) */*/*/*%
5862.11) */*/*/*%
5862.12) */*/*/*%
5863.01) */*/*/*%
5863.02) */*/*/*%
5863.03) */*/*/*%
5863.04) */*/*/*%
5863.05) */*/*/*%
5863.06) */*/*/*%
5863.07) */*/*/*%
5863.08) */*/*/*%
5863.09) */*/*/*%
5863.10) */*/*/*%
5863.11) */*/*/*%
5863.12) */*/*/*%
5864.01) */*/*/*%
5864.02) */*/*/*%
5864.03) */*/*/*%
5864.04) */*/*/*%
5864.05) */*/*/*%
5864.06) */*/*/*%
5864.07) */*/*/*%
5864.08) */*/*/*%
5864.09) */*/*/*%
5864.10) */*/*/*%
5864.11) */*/*/*%
5864.12) */*/*/*%
5865.01) */*/*/*%
5865.02) */*/*/*%
5865.03) */*/*/*%
5865.04) */*/*/*%
5865.05) */*/*/*%
5865.06) */*/*/*%
5865.07) */*/*/*%
5865.08) */*/*/*%
5865.09) */*/*/*%
5865.10) */*/*/*%
5865.11) */*/*/*%
5865.12) */*/*/*%
5866.01) */*/*/*%
5866.02) */*/*/*%
5866.03) */*/*/*%
5866.04) */*/*/*%
5866.05) */*/*/*%
5866.06) */*/*/*%
5866.07) */*/*/*%
5866.08) */*/*/*%
5866.09) */*/*/*%
5866.10) */*/*/*%
5866.11) */*/*/*%
5866.12) */*/*/*%
5867.01) */*/*/*%
5867.02) */*/*/*%
5867.03) */*/*/*%
5867.04) */*/*/*%
5867.05) */*/*/*%
5867.06) */*/*/*%
5867.07) */*/*/*%
5867.08) */*/*/*%
5867.09) */*/*/*%
5867.10) */*/*/*%
5867.11) */*/*/*%
5867.12) */*/*/*%
5868.01) */*/*/*%
5868.02) */*/*/*%
5868.03) */*/*/*%
5868.04) */*/*/*%
5868.05) */*/*/*%
5868.06) */*/*/*%
5868.07) */*/*/*%
5868.08) */*/*/*%
5868.09) */*/*/*%
5868.10) */*/*/*%
5868.11) */*/*/*%
5868.12) */*/*/*%
5869.01) */*/*/*%
5869.02) */*/*/*%
5869.03) */*/*/*%
5869.04) */*/*/*%
5869.05) */*/*/*%
5869.06) */*/*/*%
5869.07) */*/*/*%
5869.08) */*/*/*%
5869.09) */*/*/*%
5869.10) */*/*/*%
5869.11) */*/*/*%
5869.12) */*/*/*%
5870.01) */*/*/*%
5870.02) */*/*/*%
5870.03) */*/*/*%
5870.04) */*/*/*%
5870.05) */*/*/*%
5870.06) */*/*/*%
5870.07) */*/*/*%
5870.08) */*/*/*%
5870.09) */*/*/*%
5870.10) */*/*/*%
5870.11) */*/*/*%
5870.12) */*/*/*%
5871.01) */*/*/*%
5871.02) */*/*/*%
5871.03) */*/*/*%
5871.04) */*/*/*%
5871.05) */*/*/*%
5871.06) */*/*/*%
5871.07) */*/*/*%
5871.08) */*/*/*%
5871.09) */*/*/*%
5871.10) */*/*/*%
5871.11) */*/*/*%
5871.12) */*/*/*%
5872.01) */*/*/*%
5872.02) */*/*/*%
5872.03) */*/*/*%
5872.04) */*/*/*%
5872.05) */*/*/*%
5872.06) */*/*/*%
5872.07) */*/*/*%
5872.08) */*/*/*%
5872.09) */*/*/*%
5872.10) */*/*/*%
5872.11) */*/*/*%
5872.12) */*/*/*%
5873.01) */*/*/*%
5873.02) */*/*/*%
5873.03) */*/*/*%
5873.04) */*/*/*%
5873.05) */*/*/*%
5873.06) */*/*/*%
5873.07) */*/*/*%
5873.08) */*/*/*%
5873.09) */*/*/*%
5873.10) */*/*/*%
5873.11) */*/*/*%
5873.12) */*/*/*%
5874.01) */*/*/*%
5874.02) */*/*/*%
5874.03) */*/*/*%
5874.04) */*/*/*%
5874.05) */*/*/*%
5874.06) */*/*/*%
5874.07) */*/*/*%
5874.08) */*/*/*%
5874.09) */*/*/*%
5874.10) */*/*/*%
5874.11) */*/*/*%
5874.12) */*/*/*%
5875.01) */*/*/*%
5875.02) */*/*/*%
5875.03) */*/*/*%
5875.04) */*/*/*%
5875.05) */*/*/*%
5875.06) */*/*/*%
5875.07) */*/*/*%
5875.08) */*/*/*%
5875.09) */*/*/*%
5875.10) */*/*/*%
5875.11) */*/*/*%
5875.12) */*/*/*%
5876.01) */*/*/*%
5876.02) */*/*/*%
5876.03) */*/*/*%
5876.04) */*/*/*%
5876.05) */*/*/*%
5876.06) */*/*/*%
5876.07) */*/*/*%
5876.08) */*/*/*%
5876.09) */*/*/*%
5876.10) */*/*/*%
5876.11) */*/*/*%
5876.12) */*/*/*%
5877.01) */*/*/*%
5877.02) */*/*/*%
5877.03) */*/*/*%
5877.04) */*/*/*%
5877.05) */*/*/*%
5877.06) */*/*/*%
5877.07) */*/*/*%
5877.08) */*/*/*%
5877.09) */*/*/*%
5877.10) */*/*/*%
5877.11) */*/*/*%
5877.12) */*/*/*%
5878.01) */*/*/*%
5878.02) */*/*/*%
5878.03) */*/*/*%
5878.04) */*/*/*%
5878.05) */*/*/*%
5878.06) */*/*/*%
5878.07) */*/*/*%
5878.08) */*/*/*%
5878.09) */*/*/*%
5878.10) */*/*/*%
5878.11) */*/*/*%
5878.12) */*/*/*%
5879.01) */*/*/*%
5879.02) */*/*/*%
5879.03) */*/*/*%
5879.04) */*/*/*%
5879.05) */*/*/*%
5879.06) */*/*/*%
5879.07) */*/*/*%
5879.08) */*/*/*%
5879.09) */*/*/*%
5879.10) */*/*/*%
5879.11) */*/*/*%
5879.12) */*/*/*%
5880.01) */*/*/*%
5880.02) */*/*/*%
5880.03) */*/*/*%
5880.04) */*/*/*%
5880.05) */*/*/*%
5880.06) */*/*/*%
5880.07) */*/*/*%
5880.08) */*/*/*%
5880.09) */*/*/*%
5880.10) */*/*/*%
5880.11) */*/*/*%
5880.12) */*/*/*%
5881.01) */*/*/*%
5881.02) */*/*/*%
5881.03) */*/*/*%
5881.04) */*/*/*%
5881.05) */*/*/*%
5881.06) */*/*/*%
5881.07) */*/*/*%
5881.08) */*/*/*%
5881.09) */*/*/*%
5881.10) */*/*/*%
5881.11) */*/*/*%
5881.12) */*/*/*%
5882.01) */*/*/*%
5882.02) */*/*/*%
5882.03) */*/*/*%
5882.04) */*/*/*%
5882.05) */*/*/*%
5882.06) */*/*/*%
5882.07) */*/*/*%
5882.08) */*/*/*%
5882.09) */*/*/*%
5882.10) */*/*/*%
5882.11) */*/*/*%
5882.12) */*/*/*%
5883.01) */*/*/*%
5883.02) */*/*/*%
5883.03) */*/*/*%
5883.04) */*/*/*%
5883.05) */*/*/*%
5883.06) */*/*/*%
5883.07) */*/*/*%
5883.08) */*/*/*%
5883.09) */*/*/*%
5883.10) */*/*/*%
5883.11) */*/*/*%
5883.12) */*/*/*%
5884.01) */*/*/*%
5884.02) */*/*/*%
5884.03) */*/*/*%
5884.04) */*/*/*%
5884.05) */*/*/*%
5884.06) */*/*/*%
5884.07) */*/*/*%
5884.08) */*/*/*%
5884.09) */*/*/*%
5884.10) */*/*/*%
5884.11) */*/*/*%
5884.12) */*/*/*%
5885.01) */*/*/*%
5885.02) */*/*/*%
5885.03) */*/*/*%
5885.04) */*/*/*%
5885.05) */*/*/*%
5885.06) */*/*/*%
5885.07) */*/*/*%
5885.08) */*/*/*%
5885.09) */*/*/*%
5885.10) */*/*/*%
5885.11) */*/*/*%
5885.12) */*/*/*%
5886.01) */*/*/*%
5886.02) */*/*/*%
5886.03) */*/*/*%
5886.04) */*/*/*%
5886.05) */*/*/*%
5886.06) */*/*/*%
5886.07) */*/*/*%
5886.08) */*/*/*%
5886.09) */*/*/*%
5886.10) */*/*/*%
5886.11) */*/*/*%
5886.12) */*/*/*%
5887.01) */*/*/*%
5887.02) */*/*/*%
5887.03) */*/*/*%
5887.04) */*/*/*%
5887.05) */*/*/*%
5887.06) */*/*/*%
5887.07) */*/*/*%
5887.08) */*/*/*%
5887.09) */*/*/*%
5887.10) */*/*/*%
5887.11) */*/*/*%
5887.12) */*/*/*%
5888.01) */*/*/*%
5888.02) */*/*/*%
5888.03) */*/*/*%
5888.04) */*/*/*%
5888.05) */*/*/*%
5888.06) */*/*/*%
5888.07) */*/*/*%
5888.08) */*/*/*%
5888.09) */*/*/*%
5888.10) */*/*/*%
5888.11) */*/*/*%
5888.12) */*/*/*%
5889.01) */*/*/*%
5889.02) */*/*/*%
5889.03) */*/*/*%
5889.04) */*/*/*%
5889.05) */*/*/*%
5889.06) */*/*/*%
5889.07) */*/*/*%
5889.08) */*/*/*%
5889.09) */*/*/*%
5889.10) */*/*/*%
5889.11) */*/*/*%
5889.12) */*/*/*%
5890.01) */*/*/*%
5890.02) */*/*/*%
5890.03) */*/*/*%
5890.04) */*/*/*%
5890.05) */*/*/*%
5890.06) */*/*/*%
5890.07) */*/*/*%
5890.08) */*/*/*%
5890.09) */*/*/*%
5890.10) */*/*/*%
5890.11) */*/*/*%
5890.12) */*/*/*%
5891.01) */*/*/*%
5891.02) */*/*/*%
5891.03) */*/*/*%
5891.04) */*/*/*%
5891.05) */*/*/*%
5891.06) */*/*/*%
5891.07) */*/*/*%
5891.08) */*/*/*%
5891.09) */*/*/*%
5891.10) */*/*/*%
5891.11) */*/*/*%
5891.12) */*/*/*%
5892.01) */*/*/*%
5892.02) */*/*/*%
5892.03) */*/*/*%
5892.04) */*/*/*%
5892.05) */*/*/*%
5892.06) */*/*/*%
5892.07) */*/*/*%
5892.08) */*/*/*%
5892.09) */*/*/*%
5892.10) */*/*/*%
5892.11) */*/*/*%
5892.12) */*/*/*%
5893.01) */*/*/*%
5893.02) */*/*/*%
5893.03) */*/*/*%
5893.04) */*/*/*%
5893.05) */*/*/*%
5893.06) */*/*/*%
5893.07) */*/*/*%
5893.08) */*/*/*%
5893.09) */*/*/*%
5893.10) */*/*/*%
5893.11) */*/*/*%
5893.12) */*/*/*%
5894.01) */*/*/*%
5894.02) */*/*/*%
5894.03) */*/*/*%
5894.04) */*/*/*%
5894.05) */*/*/*%
5894.06) */*/*/*%
5894.07) */*/*/*%
5894.08) */*/*/*%
5894.09) */*/*/*%
5894.10) */*/*/*%
5894.11) */*/*/*%
5894.12) */*/*/*%
5895.01) */*/*/*%
5895.02) */*/*/*%
5895.03) */*/*/*%
5895.04) */*/*/*%
5895.05) */*/*/*%
5895.06) */*/*/*%
5895.07) */*/*/*%
5895.08) */*/*/*%
5895.09) */*/*/*%
5895.10) */*/*/*%
5895.11) */*/*/*%
5895.12) */*/*/*%
5896.01) */*/*/*%
5896.02) */*/*/*%
5896.03) */*/*/*%
5896.04) */*/*/*%
5896.05) */*/*/*%
5896.06) */*/*/*%
5896.07) */*/*/*%
5896.08) */*/*/*%
5896.09) */*/*/*%
5896.10) */*/*/*%
5896.11) */*/*/*%
5896.12) */*/*/*%
5897.01) */*/*/*%
5897.02) */*/*/*%
5897.03) */*/*/*%
5897.04) */*/*/*%
5897.05) */*/*/*%
5897.06) */*/*/*%
5897.07) */*/*/*%
5897.08) */*/*/*%
5897.09) */*/*/*%
5897.10) */*/*/*%
5897.11) */*/*/*%
5897.12) */*/*/*%
5898.01) */*/*/*%
5898.02) */*/*/*%
5898.03) */*/*/*%
5898.04) */*/*/*%
5898.05) */*/*/*%
5898.06) */*/*/*%
5898.07) */*/*/*%
5898.08) */*/*/*%
5898.09) */*/*/*%
5898.10) */*/*/*%
5898.11) */*/*/*%
5898.12) */*/*/*%
5899.01) */*/*/*%
5899.02) */*/*/*%
5899.03) */*/*/*%
5899.04) */*/*/*%
5899.05) */*/*/*%
5899.06) */*/*/*%
5899.07) */*/*/*%
5899.08) */*/*/*%
5899.09) */*/*/*%
5899.10) */*/*/*%
5899.11) */*/*/*%
5899.12) */*/*/*%
5900.01) */*/*/*%
5900.02) */*/*/*%
5900.03) */*/*/*%
5900.04) */*/*/*%
5900.05) */*/*/*%
5900.06) */*/*/*%
5900.07) */*/*/*%
5900.08) */*/*/*%
5900.09) */*/*/*%
5900.10) */*/*/*%
5900.11) */*/*/*%
5900.12) */*/*/*%
5901.01) */*/*/*%
5901.02) */*/*/*%
5901.03) */*/*/*%
5901.04) */*/*/*%
5901.05) */*/*/*%
5901.06) */*/*/*%
5901.07) */*/*/*%
5901.08) */*/*/*%
5901.09) */*/*/*%
5901.10) */*/*/*%
5901.11) */*/*/*%
5901.12) */*/*/*%
5902.01) */*/*/*%
5902.02) */*/*/*%
5902.03) */*/*/*%
5902.04) */*/*/*%
5902.05) */*/*/*%
5902.06) */*/*/*%
5902.07) */*/*/*%
5902.08) */*/*/*%
5902.09) */*/*/*%
5902.10) */*/*/*%
5902.11) */*/*/*%
5902.12) */*/*/*%
5903.01) */*/*/*%
5903.02) */*/*/*%
5903.03) */*/*/*%
5903.04) */*/*/*%
5903.05) */*/*/*%
5903.06) */*/*/*%
5903.07) */*/*/*%
5903.08) */*/*/*%
5903.09) */*/*/*%
5903.10) */*/*/*%
5903.11) */*/*/*%
5903.12) */*/*/*%
5904.01) */*/*/*%
5904.02) */*/*/*%
5904.03) */*/*/*%
5904.04) */*/*/*%
5904.05) */*/*/*%
5904.06) */*/*/*%
5904.07) */*/*/*%
5904.08) */*/*/*%
5904.09) */*/*/*%
5904.10) */*/*/*%
5904.11) */*/*/*%
5904.12) */*/*/*%
5905.01) */*/*/*%
5905.02) */*/*/*%
5905.03) */*/*/*%
5905.04) */*/*/*%
5905.05) */*/*/*%
5905.06) */*/*/*%
5905.07) */*/*/*%
5905.08) */*/*/*%
5905.09) */*/*/*%
5905.10) */*/*/*%
5905.11) */*/*/*%
5905.12) */*/*/*%
5906.01) */*/*/*%
5906.02) */*/*/*%
5906.03) */*/*/*%
5906.04) */*/*/*%
5906.05) */*/*/*%
5906.06) */*/*/*%
5906.07) */*/*/*%
5906.08) */*/*/*%
5906.09) */*/*/*%
5906.10) */*/*/*%
5906.11) */*/*/*%
5906.12) */*/*/*%
5907.01) */*/*/*%
5907.02) */*/*/*%
5907.03) */*/*/*%
5907.04) */*/*/*%
5907.05) */*/*/*%
5907.06) */*/*/*%
5907.07) */*/*/*%
5907.08) */*/*/*%
5907.09) */*/*/*%
5907.10) */*/*/*%
5907.11) */*/*/*%
5907.12) */*/*/*%
5908.01) */*/*/*%
5908.02) */*/*/*%
5908.03) */*/*/*%
5908.04) */*/*/*%
5908.05) */*/*/*%
5908.06) */*/*/*%
5908.07) */*/*/*%
5908.08) */*/*/*%
5908.09) */*/*/*%
5908.10) */*/*/*%
5908.11) */*/*/*%
5908.12) */*/*/*%
5909.01) */*/*/*%
5909.02) */*/*/*%
5909.03) */*/*/*%
5909.04) */*/*/*%
5909.05) */*/*/*%
5909.06) */*/*/*%
5909.07) */*/*/*%
5909.08) */*/*/*%
5909.09) */*/*/*%
5909.10) */*/*/*%
5909.11) */*/*/*%
5909.12) */*/*/*%
5910.01) */*/*/*%
5910.02) */*/*/*%
5910.03) */*/*/*%
5910.04) */*/*/*%
5910.05) */*/*/*%
5910.06) */*/*/*%
5910.07) */*/*/*%
5910.08) */*/*/*%
5910.09) */*/*/*%
5910.10) */*/*/*%
5910.11) */*/*/*%
5910.12) */*/*/*%
5911.01) */*/*/*%
5911.02) */*/*/*%
5911.03) */*/*/*%
5911.04) */*/*/*%
5911.05) */*/*/*%
5911.06) */*/*/*%
5911.07) */*/*/*%
5911.08) */*/*/*%
5911.09) */*/*/*%
5911.10) */*/*/*%
5911.11) */*/*/*%
5911.12) */*/*/*%
5912.01) */*/*/*%
5912.02) */*/*/*%
5912.03) */*/*/*%
5912.04) */*/*/*%
5912.05) */*/*/*%
5912.06) */*/*/*%
5912.07) */*/*/*%
5912.08) */*/*/*%
5912.09) */*/*/*%
5912.10) */*/*/*%
5912.11) */*/*/*%
5912.12) */*/*/*%
5913.01) */*/*/*%
5913.02) */*/*/*%
5913.03) */*/*/*%
5913.04) */*/*/*%
5913.05) */*/*/*%
5913.06) */*/*/*%
5913.07) */*/*/*%
5913.08) */*/*/*%
5913.09) */*/*/*%
5913.10) */*/*/*%
5913.11) */*/*/*%
5913.12) */*/*/*%
5914.01) */*/*/*%
5914.02) */*/*/*%
5914.03) */*/*/*%
5914.04) */*/*/*%
5914.05) */*/*/*%
5914.06) */*/*/*%
5914.07) */*/*/*%
5914.08) */*/*/*%
5914.09) */*/*/*%
5914.10) */*/*/*%
5914.11) */*/*/*%
5914.12) */*/*/*%
5915.01) */*/*/*%
5915.02) */*/*/*%
5915.03) */*/*/*%
5915.04) */*/*/*%
5915.05) */*/*/*%
5915.06) */*/*/*%
5915.07) */*/*/*%
5915.08) */*/*/*%
5915.09) */*/*/*%
5915.10) */*/*/*%
5915.11) */*/*/*%
5915.12) */*/*/*%
5916.01) */*/*/*%
5916.02) */*/*/*%
5916.03) */*/*/*%
5916.04) */*/*/*%
5916.05) */*/*/*%
5916.06) */*/*/*%
5916.07) */*/*/*%
5916.08) */*/*/*%
5916.09) */*/*/*%
5916.10) */*/*/*%
5916.11) */*/*/*%
5916.12) */*/*/*%
5917.01) */*/*/*%
5917.02) */*/*/*%
5917.03) */*/*/*%
5917.04) */*/*/*%
5917.05) */*/*/*%
5917.06) */*/*/*%
5917.07) */*/*/*%
5917.08) */*/*/*%
5917.09) */*/*/*%
5917.10) */*/*/*%
5917.11) */*/*/*%
5917.12) */*/*/*%
5918.01) */*/*/*%
5918.02) */*/*/*%
5918.03) */*/*/*%
5918.04) */*/*/*%
5918.05) */*/*/*%
5918.06) */*/*/*%
5918.07) */*/*/*%
5918.08) */*/*/*%
5918.09) */*/*/*%
5918.10) */*/*/*%
5918.11) */*/*/*%
5918.12) */*/*/*%
5919.01) */*/*/*%
5919.02) */*/*/*%
5919.03) */*/*/*%
5919.04) */*/*/*%
5919.05) */*/*/*%
5919.06) */*/*/*%
5919.07) */*/*/*%
5919.08) */*/*/*%
5919.09) */*/*/*%
5919.10) */*/*/*%
5919.11) */*/*/*%
5919.12) */*/*/*%
5920.01) */*/*/*%
5920.02) */*/*/*%
5920.03) */*/*/*%
5920.04) */*/*/*%
5920.05) */*/*/*%
5920.06) */*/*/*%
5920.07) */*/*/*%
5920.08) */*/*/*%
5920.09) */*/*/*%
5920.10) */*/*/*%
5920.11) */*/*/*%
5920.12) */*/*/*%
5921.01) */*/*/*%
5921.02) */*/*/*%
5921.03) */*/*/*%
5921.04) */*/*/*%
5921.05) */*/*/*%
5921.06) */*/*/*%
5921.07) */*/*/*%
5921.08) */*/*/*%
5921.09) */*/*/*%
5921.10) */*/*/*%
5921.11) */*/*/*%
5921.12) */*/*/*%
5922.01) */*/*/*%
5922.02) */*/*/*%
5922.03) */*/*/*%
5922.04) */*/*/*%
5922.05) */*/*/*%
5922.06) */*/*/*%
5922.07) */*/*/*%
5922.08) */*/*/*%
5922.09) */*/*/*%
5922.10) */*/*/*%
5922.11) */*/*/*%
5922.12) */*/*/*%
5923.01) */*/*/*%
5923.02) */*/*/*%
5923.03) */*/*/*%
5923.04) */*/*/*%
5923.05) */*/*/*%
5923.06) */*/*/*%
5923.07) */*/*/*%
5923.08) */*/*/*%
5923.09) */*/*/*%
5923.10) */*/*/*%
5923.11) */*/*/*%
5923.12) */*/*/*%
5924.01) */*/*/*%
5924.02) */*/*/*%
5924.03) */*/*/*%
5924.04) */*/*/*%
5924.05) */*/*/*%
5924.06) */*/*/*%
5924.07) */*/*/*%
5924.08) */*/*/*%
5924.09) */*/*/*%
5924.10) */*/*/*%
5924.11) */*/*/*%
5924.12) */*/*/*%
5925.01) */*/*/*%
5925.02) */*/*/*%
5925.03) */*/*/*%
5925.04) */*/*/*%
5925.05) */*/*/*%
5925.06) */*/*/*%
5925.07) */*/*/*%
5925.08) */*/*/*%
5925.09) */*/*/*%
5925.10) */*/*/*%
5925.11) */*/*/*%
5925.12) */*/*/*%
5926.01) */*/*/*%
5926.02) */*/*/*%
5926.03) */*/*/*%
5926.04) */*/*/*%
5926.05) */*/*/*%
5926.06) */*/*/*%
5926.07) */*/*/*%
5926.08) */*/*/*%
5926.09) */*/*/*%
5926.10) */*/*/*%
5926.11) */*/*/*%
5926.12) */*/*/*%
5927.01) */*/*/*%
5927.02) */*/*/*%
5927.03) */*/*/*%
5927.04) */*/*/*%
5927.05) */*/*/*%
5927.06) */*/*/*%
5927.07) */*/*/*%
5927.08) */*/*/*%
5927.09) */*/*/*%
5927.10) */*/*/*%
5927.11) */*/*/*%
5927.12) */*/*/*%
5928.01) */*/*/*%
5928.02) */*/*/*%
5928.03) */*/*/*%
5928.04) */*/*/*%
5928.05) */*/*/*%
5928.06) */*/*/*%
5928.07) */*/*/*%
5928.08) */*/*/*%
5928.09) */*/*/*%
5928.10) */*/*/*%
5928.11) */*/*/*%
5928.12) */*/*/*%
5929.01) */*/*/*%
5929.02) */*/*/*%
5929.03) */*/*/*%
5929.04) */*/*/*%
5929.05) */*/*/*%
5929.06) */*/*/*%
5929.07) */*/*/*%
5929.08) */*/*/*%
5929.09) */*/*/*%
5929.10) */*/*/*%
5929.11) */*/*/*%
5929.12) */*/*/*%
5930.01) */*/*/*%
5930.02) */*/*/*%
5930.03) */*/*/*%
5930.04) */*/*/*%
5930.05) */*/*/*%
5930.06) */*/*/*%
5930.07) */*/*/*%
5930.08) */*/*/*%
5930.09) */*/*/*%
5930.10) */*/*/*%
5930.11) */*/*/*%
5930.12) */*/*/*%
5931.01) */*/*/*%
5931.02) */*/*/*%
5931.03) */*/*/*%
5931.04) */*/*/*%
5931.05) */*/*/*%
5931.06) */*/*/*%
5931.07) */*/*/*%
5931.08) */*/*/*%
5931.09) */*/*/*%
5931.10) */*/*/*%
5931.11) */*/*/*%
5931.12) */*/*/*%
5932.01) */*/*/*%
5932.02) */*/*/*%
5932.03) */*/*/*%
5932.04) */*/*/*%
5932.05) */*/*/*%
5932.06) */*/*/*%
5932.07) */*/*/*%
5932.08) */*/*/*%
5932.09) */*/*/*%
5932.10) */*/*/*%
5932.11) */*/*/*%
5932.12) */*/*/*%
5933.01) */*/*/*%
5933.02) */*/*/*%
5933.03) */*/*/*%
5933.04) */*/*/*%
5933.05) */*/*/*%
5933.06) */*/*/*%
5933.07) */*/*/*%
5933.08) */*/*/*%
5933.09) */*/*/*%
5933.10) */*/*/*%
5933.11) */*/*/*%
5933.12) */*/*/*%
5934.01) */*/*/*%
5934.02) */*/*/*%
5934.03) */*/*/*%
5934.04) */*/*/*%
5934.05) */*/*/*%
5934.06) */*/*/*%
5934.07) */*/*/*%
5934.08) */*/*/*%
5934.09) */*/*/*%
5934.10) */*/*/*%
5934.11) */*/*/*%
5934.12) */*/*/*%
5935.01) */*/*/*%
5935.02) */*/*/*%
5935.03) */*/*/*%
5935.04) */*/*/*%
5935.05) */*/*/*%
5935.06) */*/*/*%
5935.07) */*/*/*%
5935.08) */*/*/*%
5935.09) */*/*/*%
5935.10) */*/*/*%
5935.11) */*/*/*%
5935.12) */*/*/*%
5936.01) */*/*/*%
5936.02) */*/*/*%
5936.03) */*/*/*%
5936.04) */*/*/*%
5936.05) */*/*/*%
5936.06) */*/*/*%
5936.07) */*/*/*%
5936.08) */*/*/*%
5936.09) */*/*/*%
5936.10) */*/*/*%
5936.11) */*/*/*%
5936.12) */*/*/*%
5937.01) */*/*/*%
5937.02) */*/*/*%
5937.03) */*/*/*%
5937.04) */*/*/*%
5937.05) */*/*/*%
5937.06) */*/*/*%
5937.07) */*/*/*%
5937.08) */*/*/*%
5937.09) */*/*/*%
5937.10) */*/*/*%
5937.11) */*/*/*%
5937.12) */*/*/*%
5938.01) */*/*/*%
5938.02) */*/*/*%
5938.03) */*/*/*%
5938.04) */*/*/*%
5938.05) */*/*/*%
5938.06) */*/*/*%
5938.07) */*/*/*%
5938.08) */*/*/*%
5938.09) */*/*/*%
5938.10) */*/*/*%
5938.11) */*/*/*%
5938.12) */*/*/*%
5939.01) */*/*/*%
5939.02) */*/*/*%
5939.03) */*/*/*%
5939.04) */*/*/*%
5939.05) */*/*/*%
5939.06) */*/*/*%
5939.07) */*/*/*%
5939.08) */*/*/*%
5939.09) */*/*/*%
5939.10) */*/*/*%
5939.11) */*/*/*%
5939.12) */*/*/*%
5940.01) */*/*/*%
5940.02) */*/*/*%
5940.03) */*/*/*%
5940.04) */*/*/*%
5940.05) */*/*/*%
5940.06) */*/*/*%
5940.07) */*/*/*%
5940.08) */*/*/*%
5940.09) */*/*/*%
5940.10) */*/*/*%
5940.11) */*/*/*%
5940.12) */*/*/*%
5941.01) */*/*/*%
5941.02) */*/*/*%
5941.03) */*/*/*%
5941.04) */*/*/*%
5941.05) */*/*/*%
5941.06) */*/*/*%
5941.07) */*/*/*%
5941.08) */*/*/*%
5941.09) */*/*/*%
5941.10) */*/*/*%
5941.11) */*/*/*%
5941.12) */*/*/*%
5942.01) */*/*/*%
5942.02) */*/*/*%
5942.03) */*/*/*%
5942.04) */*/*/*%
5942.05) */*/*/*%
5942.06) */*/*/*%
5942.07) */*/*/*%
5942.08) */*/*/*%
5942.09) */*/*/*%
5942.10) */*/*/*%
5942.11) */*/*/*%
5942.12) */*/*/*%
5943.01) */*/*/*%
5943.02) */*/*/*%
5943.03) */*/*/*%
5943.04) */*/*/*%
5943.05) */*/*/*%
5943.06) */*/*/*%
5943.07) */*/*/*%
5943.08) */*/*/*%
5943.09) */*/*/*%
5943.10) */*/*/*%
5943.11) */*/*/*%
5943.12) */*/*/*%
5944.01) */*/*/*%
5944.02) */*/*/*%
5944.03) */*/*/*%
5944.04) */*/*/*%
5944.05) */*/*/*%
5944.06) */*/*/*%
5944.07) */*/*/*%
5944.08) */*/*/*%
5944.09) */*/*/*%
5944.10) */*/*/*%
5944.11) */*/*/*%
5944.12) */*/*/*%
5945.01) */*/*/*%
5945.02) */*/*/*%
5945.03) */*/*/*%
5945.04) */*/*/*%
5945.05) */*/*/*%
5945.06) */*/*/*%
5945.07) */*/*/*%
5945.08) */*/*/*%
5945.09) */*/*/*%
5945.10) */*/*/*%
5945.11) */*/*/*%
5945.12) */*/*/*%
5946.01) */*/*/*%
5946.02) */*/*/*%
5946.03) */*/*/*%
5946.04) */*/*/*%
5946.05) */*/*/*%
5946.06) */*/*/*%
5946.07) */*/*/*%
5946.08) */*/*/*%
5946.09) */*/*/*%
5946.10) */*/*/*%
5946.11) */*/*/*%
5946.12) */*/*/*%
5947.01) */*/*/*%
5947.02) */*/*/*%
5947.03) */*/*/*%
5947.04) */*/*/*%
5947.05) */*/*/*%
5947.06) */*/*/*%
5947.07) */*/*/*%
5947.08) */*/*/*%
5947.09) */*/*/*%
5947.10) */*/*/*%
5947.11) */*/*/*%
5947.12) */*/*/*%
5948.01) */*/*/*%
5948.02) */*/*/*%
5948.03) */*/*/*%
5948.04) */*/*/*%
5948.05) */*/*/*%
5948.06) */*/*/*%
5948.07) */*/*/*%
5948.08) */*/*/*%
5948.09) */*/*/*%
5948.10) */*/*/*%
5948.11) */*/*/*%
5948.12) */*/*/*%
5949.01) */*/*/*%
5949.02) */*/*/*%
5949.03) */*/*/*%
5949.04) */*/*/*%
5949.05) */*/*/*%
5949.06) */*/*/*%
5949.07) */*/*/*%
5949.08) */*/*/*%
5949.09) */*/*/*%
5949.10) */*/*/*%
5949.11) */*/*/*%
5949.12) */*/*/*%
5950.01) */*/*/*%
